Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (GO),Gene Ontology IDs,Gene Ontology (cellular component),Gene Ontology (molecular function)
P02468,reviewed,LAMC1_MOUSE,"Laminin subunit gamma-1 (Laminin B2 chain) (Laminin-1 subunit gamma) (Laminin-10 subunit gamma) (Laminin-11 subunit gamma) (Laminin-2 subunit gamma) (Laminin-3 subunit gamma) (Laminin-4 subunit gamma) (Laminin-6 subunit gamma) (Laminin-7 subunit gamma) (Laminin-8 subunit gamma) (Laminin-9 subunit gamma) (S-laminin subunit gamma, S-LAM gamma)",Lamc1 Lamb-2 Lamc-1,Mus musculus (Mouse),1607,animal organ morphogenesis [GO:0009887]; cell adhesion [GO:0007155]; cell migration [GO:0016477]; chromatin organization [GO:0006325]; extracellular matrix disassembly [GO:0022617]; gene expression [GO:0010467]; hair cell differentiation [GO:0035315]; hair follicle cell proliferation [GO:0071335]; hair follicle morphogenesis [GO:0031069]; hemidesmosome assembly [GO:0031581]; neuron projection development [GO:0031175]; positive regulation of cell adhesion [GO:0045785]; positive regulation of integrin-mediated signaling pathway [GO:2001046]; positive regulation of muscle cell differentiation [GO:0051149]; protein-containing complex assembly [GO:0065003]; regulation of basement membrane organization [GO:0110011]; substrate adhesion-dependent cell spreading [GO:0034446]; tissue development [GO:0009888]; tissue morphogenesis [GO:0048729],basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; laminin-1 complex [GO:0005606]; laminin-10 complex [GO:0043259]; neuromuscular junction [GO:0031594]; protein complex involved in cell-matrix adhesion [GO:0098637]; synaptic cleft [GO:0043083]; extracellular matrix structural constituent [GO:0005201]; glycosphingolipid binding [GO:0043208]; animal organ morphogenesis [GO:0009887]; cell adhesion [GO:0007155]; cell migration [GO:0016477]; chromatin organization [GO:0006325]; extracellular matrix disassembly [GO:0022617]; gene expression [GO:0010467]; hair cell differentiation [GO:0035315]; hair follicle cell proliferation [GO:0071335]; hair follicle morphogenesis [GO:0031069]; hemidesmosome assembly [GO:0031581]; neuron projection development [GO:0031175]; positive regulation of cell adhesion [GO:0045785]; positive regulation of integrin-mediated signaling pathway [GO:2001046]; positive regulation of muscle cell differentiation [GO:0051149]; protein-containing complex assembly [GO:0065003]; regulation of basement membrane organization [GO:0110011]; substrate adhesion-dependent cell spreading [GO:0034446]; tissue development [GO:0009888]; tissue morphogenesis [GO:0048729],GO:0005201; GO:0005576; GO:0005604; GO:0005606; GO:0006325; GO:0007155; GO:0009887; GO:0009888; GO:0010467; GO:0016477; GO:0022617; GO:0031012; GO:0031069; GO:0031175; GO:0031581; GO:0031594; GO:0034446; GO:0035315; GO:0043083; GO:0043208; GO:0043259; GO:0045785; GO:0048729; GO:0051149; GO:0062023; GO:0065003; GO:0071335; GO:0098637; GO:0110011; GO:2001046,basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; laminin-1 complex [GO:0005606]; laminin-10 complex [GO:0043259]; neuromuscular junction [GO:0031594]; protein complex involved in cell-matrix adhesion [GO:0098637]; synaptic cleft [GO:0043083],extracellular matrix structural constituent [GO:0005201]; glycosphingolipid binding [GO:0043208]
F6SFQ3,unreviewed,F6SFQ3_MOUSE,Laminin subunit gamma-1,Lamc1,Mus musculus (Mouse),104,,,,,
F6TLW1,unreviewed,F6TLW1_MOUSE,Laminin subunit gamma-1,Lamc1,Mus musculus (Mouse),125,,,,,
F8VQJ3,unreviewed,F8VQJ3_MOUSE,Laminin subunit gamma-1,Lamc1,Mus musculus (Mouse),1607,cell migration [GO:0016477]; extracellular matrix disassembly [GO:0022617]; hemidesmosome assembly [GO:0031581]; protein-containing complex assembly [GO:0065003]; substrate adhesion-dependent cell spreading [GO:0034446],extracellular region [GO:0005576]; laminin-1 complex [GO:0005606]; membrane [GO:0016020]; extracellular matrix structural constituent [GO:0005201]; cell migration [GO:0016477]; extracellular matrix disassembly [GO:0022617]; hemidesmosome assembly [GO:0031581]; protein-containing complex assembly [GO:0065003]; substrate adhesion-dependent cell spreading [GO:0034446],GO:0005201; GO:0005576; GO:0005606; GO:0016020; GO:0016477; GO:0022617; GO:0031581; GO:0034446; GO:0065003,extracellular region [GO:0005576]; laminin-1 complex [GO:0005606]; membrane [GO:0016020],extracellular matrix structural constituent [GO:0005201]
Q3TRH4,unreviewed,Q3TRH4_MOUSE,Uncharacterized protein,Lamc1,Mus musculus (Mouse),446,,,,,
Q3UFZ9,unreviewed,Q3UFZ9_MOUSE,Uncharacterized protein,Lamc1,Mus musculus (Mouse),391,,,,,
Q3UNG0,unreviewed,Q3UNG0_MOUSE,Uncharacterized protein,Lamc1,Mus musculus (Mouse),790,cell adhesion [GO:0007155],extracellular region [GO:0005576]; cell adhesion [GO:0007155],GO:0005576; GO:0007155,extracellular region [GO:0005576],
Q3URV4,unreviewed,Q3URV4_MOUSE,Uncharacterized protein,Lamc1,Mus musculus (Mouse),529,,,,,
Q6PHM1,unreviewed,Q6PHM1_MOUSE,Lamc1 protein,Lamc1,Mus musculus (Mouse),220,,,,,
Q61092,reviewed,LAMC2_MOUSE,Laminin subunit gamma-2 (Epiligrin subunit gamma) (Kalinin subunit gamma) (Kalinin/nicein/epiligrin 100 kDa subunit) (Laminin B2t chain) (Laminin-5 subunit gamma) (Nicein subunit gamma),Lamc2,Mus musculus (Mouse),1191,animal organ morphogenesis [GO:0009887]; cell adhesion [GO:0007155]; dendrite development [GO:0016358]; motor neuron axon guidance [GO:0008045]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; tissue development [GO:0009888],basement membrane [GO:0005604]; cell cortex [GO:0005938]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; laminin-2 complex [GO:0005607]; laminin-5 complex [GO:0005610]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; heparin binding [GO:0008201]; signaling receptor binding [GO:0005102]; animal organ morphogenesis [GO:0009887]; cell adhesion [GO:0007155]; dendrite development [GO:0016358]; motor neuron axon guidance [GO:0008045]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; tissue development [GO:0009888],GO:0005102; GO:0005576; GO:0005604; GO:0005607; GO:0005610; GO:0005615; GO:0005938; GO:0007155; GO:0008045; GO:0008201; GO:0008284; GO:0009887; GO:0009888; GO:0016020; GO:0016358; GO:0030335; GO:0031012; GO:0048471; GO:0062023,basement membrane [GO:0005604]; cell cortex [GO:0005938]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; laminin-2 complex [GO:0005607]; laminin-5 complex [GO:0005610]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471],heparin binding [GO:0008201]; signaling receptor binding [GO:0005102]
G5E874,unreviewed,G5E874_MOUSE,Laminin subunit gamma-2,Lamc2,Mus musculus (Mouse),1193,positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284],cell cortex [GO:0005938]; extracellular space [GO:0005615]; laminin-2 complex [GO:0005607]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284],GO:0005607; GO:0005615; GO:0005938; GO:0008284; GO:0016020; GO:0030335; GO:0048471,cell cortex [GO:0005938]; extracellular space [GO:0005615]; laminin-2 complex [GO:0005607]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471],
Q3UI29,unreviewed,Q3UI29_MOUSE,Laminin EGF-like domain-containing protein,Lamc2,Mus musculus (Mouse),135,,,,,
Q61965,unreviewed,Q61965_MOUSE,Nicein,Lamc2,Mus musculus (Mouse),464,,basement membrane [GO:0005604]; membrane [GO:0016020],GO:0005604; GO:0016020,basement membrane [GO:0005604]; membrane [GO:0016020],
Q9R086,unreviewed,Q9R086_MOUSE,Laminin gamma2 chain (Laminin subunit gamma-2),Lamc2,Mus musculus (Mouse),35,,,,,
Q6ZQ58,reviewed,LARP1_MOUSE,La-related protein 1 (La ribonucleoprotein domain family member 1),Larp1 Kiaa0731 Larp,Mus musculus (Mouse),1072,cell population proliferation [GO:0008283]; cellular response to rapamycin [GO:0072752]; mRNA stabilization [GO:0048255]; negative regulation of translation [GO:0017148]; negative regulation of translational initiation [GO:0045947]; positive regulation of macroautophagy [GO:0016239]; positive regulation of translation [GO:0045727]; positive regulation of translational initiation [GO:0045948]; positive regulation of viral genome replication [GO:0045070]; post-transcriptional regulation of gene expression [GO:0010608]; response to amino acid starvation [GO:1990928]; TOR signaling [GO:0031929]; TORC1 signaling [GO:0038202]; translational initiation [GO:0006413],cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; polysomal ribosome [GO:0042788]; polysome [GO:0005844]; TORC1 complex [GO:0031931]; eukaryotic initiation factor 4E binding [GO:0008190]; mRNA 3'-UTR binding [GO:0003730]; mRNA 5'-UTR binding [GO:0048027]; ribosomal small subunit binding [GO:0043024]; RNA 7-methylguanosine cap binding [GO:0000340]; RNA binding [GO:0003723]; RNA cap binding [GO:0000339]; translation activator activity [GO:0008494]; translation initiation factor binding [GO:0031369]; cell population proliferation [GO:0008283]; cellular response to rapamycin [GO:0072752]; mRNA stabilization [GO:0048255]; negative regulation of translation [GO:0017148]; negative regulation of translational initiation [GO:0045947]; positive regulation of macroautophagy [GO:0016239]; positive regulation of translation [GO:0045727]; positive regulation of translational initiation [GO:0045948]; positive regulation of viral genome replication [GO:0045070]; post-transcriptional regulation of gene expression [GO:0010608]; response to amino acid starvation [GO:1990928]; TOR signaling [GO:0031929]; TORC1 signaling [GO:0038202]; translational initiation [GO:0006413],GO:0000339; GO:0000340; GO:0003723; GO:0003730; GO:0005737; GO:0005829; GO:0005844; GO:0006413; GO:0008190; GO:0008283; GO:0008494; GO:0010494; GO:0010608; GO:0016239; GO:0017148; GO:0031369; GO:0031929; GO:0031931; GO:0038202; GO:0042788; GO:0043024; GO:0045070; GO:0045727; GO:0045947; GO:0045948; GO:0048027; GO:0048255; GO:0072752; GO:1990928,cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; polysomal ribosome [GO:0042788]; polysome [GO:0005844]; TORC1 complex [GO:0031931],eukaryotic initiation factor 4E binding [GO:0008190]; mRNA 3'-UTR binding [GO:0003730]; mRNA 5'-UTR binding [GO:0048027]; ribosomal small subunit binding [GO:0043024]; RNA 7-methylguanosine cap binding [GO:0000340]; RNA binding [GO:0003723]; RNA cap binding [GO:0000339]; translation activator activity [GO:0008494]; translation initiation factor binding [GO:0031369]
Q3TEA9,unreviewed,Q3TEA9_MOUSE,Uncharacterized protein,Larp1,Mus musculus (Mouse),73,,,,,
Q3UU34,unreviewed,Q3UU34_MOUSE,HTH La-type RNA-binding domain-containing protein,Larp1,Mus musculus (Mouse),618,,RNA binding [GO:0003723],GO:0003723,,RNA binding [GO:0003723]
Z4YJT3,unreviewed,Z4YJT3_MOUSE,La-related protein 1,Larp1,Mus musculus (Mouse),1072,,RNA binding [GO:0003723],GO:0003723,,RNA binding [GO:0003723]
Q3UN02,reviewed,LCLT1_MOUSE,"Lysocardiolipin acyltransferase 1, EC 2.3.1.- (1-acylglycerol-3-phosphate O-acyltransferase 8, 1-AGP acyltransferase 8, 1-AGPAT 8, EC 2.3.1.51) (Acyl-CoA:lysocardiolipin acyltransferase 1)",Lclat1 Agpat8 Alcat1 Gm91 Lycat,Mus musculus (Mouse),376,cardiolipin acyl-chain remodeling [GO:0035965]; CDP-diacylglycerol biosynthetic process [GO:0016024]; phosphatidylinositol acyl-chain remodeling [GO:0036149],cytosol [GO:0005829]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; 1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; acyltransferase activity [GO:0016746]; cardiolipin acyl-chain remodeling [GO:0035965]; CDP-diacylglycerol biosynthetic process [GO:0016024]; phosphatidylinositol acyl-chain remodeling [GO:0036149],GO:0003841; GO:0005783; GO:0005789; GO:0005829; GO:0012505; GO:0016021; GO:0016024; GO:0016746; GO:0035965; GO:0036149,cytosol [GO:0005829]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; acyltransferase activity [GO:0016746]
A0A3B2WDB3,unreviewed,A0A3B2WDB3_MOUSE,Lysocardiolipin acyltransferase 1,Lclat1,Mus musculus (Mouse),355,,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; acyltransferase activity [GO:0016746],GO:0005789; GO:0016021; GO:0016746,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],acyltransferase activity [GO:0016746]
B0V2Q7,unreviewed,B0V2Q7_MOUSE,Lclat1 protein (Lysocardiolipin acyltransferase 1),Lclat1 Lycat,Mus musculus (Mouse),376,,cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; 1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841],GO:0003841; GO:0005789; GO:0005829; GO:0016021,cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]
B0V2Q8,unreviewed,B0V2Q8_MOUSE,Lysocardiolipin acyltransferase 1,Lclat1,Mus musculus (Mouse),55,,integral component of membrane [GO:0016021],GO:0016021,integral component of membrane [GO:0016021],
B0V2Q9,unreviewed,B0V2Q9_MOUSE,Lysocardiolipin acyltransferase 1,Lclat1,Mus musculus (Mouse),203,,integral component of membrane [GO:0016021]; acyltransferase activity [GO:0016746],GO:0016021; GO:0016746,integral component of membrane [GO:0016021],acyltransferase activity [GO:0016746]
P11672,reviewed,NGAL_MOUSE,"Neutrophil gelatinase-associated lipocalin, NGAL (Lipocalin-2) (Oncogene 24p3, 24p3) (SV-40-induced 24p3 protein) (Siderocalin LCN2) (p25)",Lcn2,Mus musculus (Mouse),200,cellular response to hydrogen peroxide [GO:0070301]; defense response to bacterium [GO:0042742]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; innate immune response [GO:0045087]; long-term memory [GO:0007616]; negative regulation of hippocampal neuron apoptotic process [GO:0110091]; positive regulation of apoptotic process [GO:0043065]; positive regulation of cell projection organization [GO:0031346]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of endothelial tube morphogenesis [GO:1905956]; positive regulation of gene expression [GO:0010628]; positive regulation of iron ion import across plasma membrane [GO:1904440]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of neuron death [GO:1901216]; positive regulation of reactive oxygen species biosynthetic process [GO:1903428]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; response to bacterium [GO:0009617]; response to herbicide [GO:0009635]; response to virus [GO:0009615]; response to xenobiotic stimulus [GO:0009410]; sequestering of iron ion [GO:0097577]; short-term memory [GO:0007614]; siderophore transport [GO:0015891],cytoplasm [GO:0005737]; cytoplasmic vesicle lumen [GO:0060205]; cytosol [GO:0005829]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; enterobactin binding [GO:1903981]; identical protein binding [GO:0042802]; iron ion binding [GO:0005506]; protease binding [GO:0002020]; small molecule binding [GO:0036094]; cellular response to hydrogen peroxide [GO:0070301]; defense response to bacterium [GO:0042742]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; innate immune response [GO:0045087]; long-term memory [GO:0007616]; negative regulation of hippocampal neuron apoptotic process [GO:0110091]; positive regulation of apoptotic process [GO:0043065]; positive regulation of cell projection organization [GO:0031346]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of endothelial tube morphogenesis [GO:1905956]; positive regulation of gene expression [GO:0010628]; positive regulation of iron ion import across plasma membrane [GO:1904440]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of neuron death [GO:1901216]; positive regulation of reactive oxygen species biosynthetic process [GO:1903428]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; response to bacterium [GO:0009617]; response to herbicide [GO:0009635]; response to virus [GO:0009615]; response to xenobiotic stimulus [GO:0009410]; sequestering of iron ion [GO:0097577]; short-term memory [GO:0007614]; siderophore transport [GO:0015891],GO:0002020; GO:0005506; GO:0005576; GO:0005615; GO:0005737; GO:0005829; GO:0007614; GO:0007616; GO:0009410; GO:0009615; GO:0009617; GO:0009635; GO:0010595; GO:0010628; GO:0015891; GO:0031346; GO:0036094; GO:0042742; GO:0042802; GO:0043065; GO:0043525; GO:0045087; GO:0060205; GO:0070301; GO:0097192; GO:0097577; GO:0110091; GO:0120162; GO:1901216; GO:1903428; GO:1903981; GO:1904440; GO:1905956; GO:2000379,cytoplasm [GO:0005737]; cytoplasmic vesicle lumen [GO:0060205]; cytosol [GO:0005829]; extracellular region [GO:0005576]; extracellular space [GO:0005615],enterobactin binding [GO:1903981]; identical protein binding [GO:0042802]; iron ion binding [GO:0005506]; protease binding [GO:0002020]; small molecule binding [GO:0036094]
