User Input	Mapped Gene Symbol	Num of Expt. (found/total)	Ave SC	Max SC
P30531	SLC6A1	 / 716	0	
Q9ULY5	CLEC4E	 / 716	0	
P0DSE1	Invalid identifier / gene not available			
A0A0B4J1X5	IGHV3-74	 / 716	0	
Q6PML9	SLC30A9	1 / 716	1	1
Q9H0B6	KLC2	141 / 716	4.3	12
Q8WUU4	ZNF296	1 / 716	2	2
Q96L03	SPATA17	 / 716	0	
Q96DT0	LGALS12	14 / 716	1.4	4
Q9NQ86	TRIM36	12 / 716	1.3	2
Q13769	THOC5	56 / 716	3	21
P0C671	C6ORF222	1 / 716	1	1
Q96NC0	ZMAT2	53 / 716	1.8	10
Q96D96	HVCN1	 / 716	0	
Q8N5B7	CERS5	 / 716	0	
Q9BQ51	PDCD1LG2	 / 716	0	
Q8N5W8	FAM24B	 / 716	0	
Q53SF7	COBLL1	28 / 716	1.2	2
P50991	CCT4	433 / 716	13.6	94
P19801	AOC1	1 / 716	1	1
Q9NP70	AMBN	 / 716	0	
P27824	CANX	310 / 716	7.9	76
Q8NCN5	PDPR	2 / 716	1	1
O95487	SEC24B	139 / 716	2.3	11
Q8N0X2	SPAG16	 / 716	0	
P21266	GSTM3	60 / 716	3.2	15
P48556	PSMD8	134 / 716	2.3	8
Q6ZNQ3	LRRC69	 / 716	0	
Q4G1C9	GLIPR1L2	 / 716	0	
O94972	TRIM37	4 / 716	1	1
Q9BQ89	FAM110A	1 / 716	1	1
Q96GY3	LIN37	3 / 716	1.3	2
Q86UY8	NT5DC3	 / 716	0	
Q86SR1	GALNT10	 / 716	0	
P59095	STARD6	 / 716	0	
O00115	DNASE2	5 / 716	1.2	2
Q96FX2	DPH3	 / 716	0	
Q8IUC1	KRTAP11-1	4 / 716	2.3	5
O94759	TRPM2	1 / 716	1	1
Q15652	JMJD1C	111 / 716	23.4	77
Q96LI5	CNOT6L	1 / 716	1	1
Q8N6G2	TEX26	 / 716	0	
A0PJY2	FEZF1	1 / 716	1	1
P78334	GABRE	 / 716	0	
Q9GZR1	SENP6	73 / 716	2.8	11
Q8N118	CYP4X1	 / 716	0	
P43628	KIR2DL3	 / 716	0	
O60259	KLK8	 / 716	0	
P27707	DCK	2 / 716	1	1
O43592	XPOT	101 / 716	2.6	9
P25705	ATP5A1	496 / 716	15.9	119
P46379	BAG6	76 / 716	2.9	10
Q17R98	ZNF827	 / 716	0	
Q92621	NUP205	158 / 716	3.1	24
Q13868	EXOSC2	130 / 716	2.8	19
P18754	RCC1	143 / 716	3.1	21
Q9Y5B9	SUPT16H	175 / 716	8.7	118
Q8WW52	FAM151A	 / 716	0	
Q96RP7	GAL3ST4	1 / 716	1	1
Q9H3M7	TXNIP	 / 716	0	
Q9NTK1	DEPP	 / 716	0	
Q9NVV5	AIG1	2 / 716	1	1
Q9NS84	CHST7	 / 716	0	
Q5VUD6	FAM69B	 / 716	0	
P17706	PTPN2	1 / 716	1	1
Q9BRK4	LZTS2	9 / 716	2.9	10
Q9Y6Y9	LY96	 / 716	0	
Q9BQ87	TBL1Y	9 / 716	1	1
Q9H6S1	AZI2	2 / 716	1	1
A0A1B0GVG4	LOC105372343	1 / 716	1	1
P22001	KCNA3	1 / 716	4	4
P35243	RCVRN	 / 716	0	
Q9GZT9	EGLN1	60 / 716	1.3	3
Q9Y3E0	GOLT1B	3 / 716	1	1
Q8N4H5	TOMM5	1 / 716	2	2
Q5T0J7	TEX35	 / 716	0	
P78545	ELF3	 / 716	0	
Q9Y3C4	TPRKB	 / 716	0	
Q9H6R7	WDCP	6 / 716	1.2	2
Q9P2B7	CFAP97	 / 716	0	
Q9UL17	TBX21	 / 716	0	
A0A0B4J1X8	IGHV3-43	 / 716	0	
P62306	SNRPF	244 / 716	2	13
O94851	MICAL2	 / 716	0	
Q8TDI7	TMC2	 / 716	0	
Q9Y6R9	CCDC61	3 / 716	1	1
Q9BS34	ZNF670	 / 716	0	
Q9H161	ALX4	 / 716	0	
Q13505	MTX1	13 / 716	1	1
Q16620	NTRK2	 / 716	0	
O15400	STX7	7 / 716	2.3	10
Q99767	APBA2	 / 716	0	
Q92572	AP3S1	140 / 716	2	16
Q9NP31	SH2D2A	 / 716	0	
Q7Z5L3	C1QL2	 / 716	0	
Q9H511	KLHL31	 / 716	0	
Q8N8N7	PTGR2	1 / 716	1	1
Q15759	MAPK11	3 / 716	1	1
Q8N4G2	ARL14	1 / 716	1	1
Q8N1W2	ZNF710	 / 716	0	
O95995	GAS8	 / 716	0	
Q6UXT8	ALKAL1	 / 716	0	
Q9BRX8	FAM213A	9 / 716	1.2	2
P16452	EPB42	 / 716	0	
Q6ZVS7	FAM183BP	 / 716	0	
Q9Y223	GNE	 / 716	0	
P25098	GRK2	 / 716	0	
P62253	UBE2G1	1 / 716	1	1
O43865	AHCYL1	73 / 716	1.4	5
A6NNA5	DRGX	 / 716	0	
A8MXY4	ZNF99	6 / 716	1.2	2
Q7L2Z9	CENPQ	 / 716	0	
Q32P51	HNRNPA1L2	505 / 716	9	48
Q15973	ZNF124	3 / 716	1	1
P34931	HSPA1L	693 / 716	24.9	185
A5D8T8	CLEC18A	 / 716	0	
Q96HE9	PRR11	3 / 716	3	5
Q9BU68	PRR15L	 / 716	0	
Q96EP0	RNF31	 / 716	0	
P30085	CMPK1	18 / 716	2.3	9
Q5T9C9	PIP5KL1	 / 716	0	
Q9BTX3	TMEM208	 / 716	0	
Q16099	GRIK4	1 / 716	1	1
Q2KHT3	CLEC16A	1 / 716	1	1
O60486	PLXNC1	2 / 716	1	1
Q9NWX5	ASB6	1 / 716	1	1
Q9NVH6	TMLHE	4 / 716	1.3	2
Q8IY67	RAVER1	129 / 716	2	22
Q8NBV8	SYT8	 / 716	0	
O75190	DNAJB6	56 / 716	1.4	5
Q9NQS3	NECTIN3	1 / 716	47	47
Q5TDH0	DDI2	16 / 716	1.3	3
A0A0J9YX35	IGHV3-64D	2 / 716	1	1
P49790	NUP153	200 / 716	21.3	201
P62318	SNRPD3	377 / 716	5.1	170
P54750	PDE1A	2 / 716	1	1
O43374	RASA4	 / 716	0	
Q96N19	GPR137	 / 716	0	
Q8N443	RIBC1	 / 716	0	
O00337	SLC28A1	 / 716	0	
Q6PK04	CCDC137	45 / 716	1.6	7
Q99496	RNF2	67 / 716	2	7
P63151	PPP2R2A	304 / 716	4.9	39
Q6ZP65	BICDL1	 / 716	0	
P17480	UBTF	68 / 716	5.6	53
Q68G75	LEMD1	 / 716	0	
Q9P2U7	SLC17A7	 / 716	0	
P42262	GRIA2	 / 716	0	
Q9BXJ0	C1QTNF5	 / 716	0	
O75679	RFPL3	 / 716	0	
P0DMT0	MRLN	 / 716	0	
P27338	MAOB	 / 716	0	
P11488	GNAT1	147 / 716	1.7	11
P25101	EDNRA	 / 716	0	
P54198	HIRA	17 / 716	1.8	10
P05177	CYP1A2	 / 716	0	
P35625	TIMP3	1 / 716	1	1
O43497	CACNA1G	1 / 716	1	1
P04004	VTN	5 / 716	1	1
A6NGE4	DCAF8L1	 / 716	0	
Q8N7R1	POM121L12	 / 716	0	
Q16612	NREP	 / 716	0	
O94992	HEXIM1	77 / 716	1.5	9
Q8N111	CEND1	 / 716	0	
P09544	WNT2	1 / 716	1	1
P56178	DLX5	1 / 716	1	1
Q9ULJ6	ZMIZ1	 / 716	0	
P78356	PIP4K2B	19 / 716	1.5	3
P28749	RBL1	1 / 716	1	1
O94768	STK17B	 / 716	0	
Q96PM5	RCHY1	 / 716	0	
Q66K14	TBC1D9B	4 / 716	2.3	6
Q05BQ5	MBTD1	6 / 716	1.2	2
P12271	RLBP1	1 / 716	1	1
Q58FF3	HSP90B2P	226 / 716	3	13
P10163	PRB4	 / 716	0	
Q53G59	KLHL12	24 / 716	3.8	11
O00398	P2RY10	 / 716	0	
Q16558	KCNMB1	 / 716	0	
Q6UW49	SPESP1	 / 716	0	
Q13263	TRIM28	466 / 716	16.1	94
Q8NDA8	MROH1	1 / 716	1	1
A6NDI0	TRIM49B	 / 716	0	
P61927	RPL37	70 / 716	2.6	10
O60343	TBC1D4	113 / 716	4.6	76
P28332	ADH6	1 / 716	1	1
Q8N7S2	DNAJC5G	 / 716	0	
Q15155	NOMO1	47 / 716	3.3	12
Q8NG68	TTL	 / 716	0	
P33316	DUT	236 / 716	2.8	23
O43508	TNFSF12	 / 716	0	
A0A0C4DH55	IGKV3D-7	5 / 716	1.8	4
Q15751	HERC1	6 / 716	1.3	2
Q7Z6B0	CCDC91	4 / 716	1	1
P01286	GHRH	 / 716	0	
Q9BZD4	NUF2	3 / 716	1.3	2
Q96FX8	PERP	 / 716	0	
Q8WWL7	CCNB3	 / 716	0	
O43194	GPR39	 / 716	0	
Q7RTU3	OLIG3	 / 716	0	
P40305	IFI27	 / 716	0	
Q86UF1	TSPAN33	 / 716	0	
P78324	SIRPA	 / 716	0	
P0CG22	DHRS4L1	12 / 716	1.3	3
P85037	FOXK1	38 / 716	2.1	11
A6NCS4	NKX2-6	 / 716	0	
Q86Y07	VRK2	36 / 716	1.9	6
Q01664	TFAP4	11 / 716	1.5	4
O60500	NPHS1	1 / 716	1	1
P22830	FECH	15 / 716	1.2	2
P17568	NDUFB7	 / 716	0	
Q8NHC4	OR10J5	 / 716	0	
Q8IWR0	ZC3H7A	24 / 716	1.8	5
P60981	DSTN	131 / 716	2	7
Q9Y5F9	PCDHGB6	 / 716	0	
Q99633	PRPF18	1 / 716	1	1
P78314	SH3BP2	1 / 716	1	1
P17661	DES	392 / 716	4.7	70
Q8N1P7	CRYBG2	3 / 716	1	1
Q9Y605	MRFAP1	12 / 716	1.4	4
Q7L2H7	EIF3M	162 / 716	2.9	11
Q16769	QPCT	122 / 716	6.7	34
Q8IWP9	CCDC28A	 / 716	0	
Q96S59	RANBP9	38 / 716	1.9	5
Q8IZF7	ADGRF2	1 / 716	2	2
P03372	ESR1	 / 716	0	
Q9P2P6	STARD9	20 / 716	1.1	2
Q8N0X4	CLYBL	1 / 716	1	1
Q5VZY2	PLPP4	 / 716	0	
Q9NRG7	SDR39U1	2 / 716	1	1
Q9NRN5	OLFML3	 / 716	0	
P24390	KDELR1	31 / 716	1.4	4
Q96SI1	KCTD15	4 / 716	1	1
Q96HZ4	HES6	 / 716	0	
O95859	TSPAN12	 / 716	0	
P51864	TDGF1P3	 / 716	0	
Q7Z7F0	KIAA0907	7 / 716	1	1
P55316	FOXG1	2 / 716	1	1
O00358	FOXE1	 / 716	0	
Q86YP4	GATAD2A	164 / 716	4.6	50
P01834	IGKC	36 / 716	7.4	47
A6NDY0	PABPN1L	 / 716	0	
O95857	TSPAN13	 / 716	0	
Q8N5Z0	AADAT	 / 716	0	
Q9Y5W3	KLF2	 / 716	0	
Q92947	GCDH	24 / 716	1.3	3
A8K0R7	ZNF839	 / 716	0	
O60478	GPR137B	 / 716	0	
Q15833	STXBP2	2 / 716	1.5	2
Q16666	IFI16	17 / 716	11.3	55
Q8IWW6	ARHGAP12	1 / 716	1	1
Q13332	PTPRS	 / 716	0	
O15229	KMO	 / 716	0	
Q8IX01	SUGP2	136 / 716	18.5	99
P08686	CYP21A2	 / 716	0	
Q9H422	HIPK3	 / 716	0	
P28290	SSFA2	40 / 716	3.8	20
Q6ZTW0	TPGS1	58 / 716	6.7	24
Q8TCU4	ALMS1	68 / 716	4.3	14
Q9UNX4	WDR3	62 / 716	3.1	19
Q8N831	TSPYL6	 / 716	0	
Q9H0Q0	FAM49A	3 / 716	1	1
O75953	DNAJB5	 / 716	0	
Q13219	PAPPA	 / 716	0	
Q969K4	ABTB1	1 / 716	1	1
P48551	IFNAR2	 / 716	0	
P05556	ITGB1	38 / 716	2.5	10
Q8TD17	ZNF398	 / 716	0	
Q06136	KDSR	2 / 716	2	3
P55160	NCKAP1L	6 / 716	1.7	4
P27708	CAD	387 / 716	10.7	96
Q9C0B2	CFAP74	3 / 716	1	1
A6NEK1	ARRDC5	 / 716	0	
P0DTE0	Invalid identifier / gene not available			
P41229	KDM5C	9 / 716	1.3	4
P53539	FOSB	 / 716	0	
O43506	ADAM20	1 / 716	1	1
A2RTX5	TARSL2	22 / 716	1.5	3
O60341	KDM1A	83 / 716	4.3	27
Q3B8N2	LGALS9B	2 / 716	2	3
Q16520	BATF	 / 716	0	
Q9BW66	CINP	 / 716	0	
Q70YC4	ZNF365	 / 716	0	
Q9Y3E2	BOLA1	11 / 716	1.1	2
A6NF01	POM121B	32 / 716	1.4	7
Q96NG3	TTC25	1 / 716	1	1
P48052	CPA2	1 / 716	1	1
Q9HB29	IL1RL2	 / 716	0	
A4D1B5	GSAP	 / 716	0	
O75084	FZD7	1 / 716	1	1
P41440	SLC19A1	6 / 716	1.3	2
Q15020	SART3	198 / 716	14.6	70
Q8NEY8	PPHLN1	63 / 716	2.4	10
Q8TC56	FAM71B	 / 716	0	
Q8IYB7	DIS3L2	 / 716	0	
P31942	HNRNPH3	239 / 716	8	77
O60423	ATP8B3	 / 716	0	
P78560	CRADD	 / 716	0	
Q499Y3	Q499Y3	 / 716	0	
A6NMN3	FAM170B	 / 716	0	
Q9Y2K3	MYH15	2 / 716	2.5	3
Q08493	PDE4C	1 / 716	1	1
P12081	HARS	82 / 716	2.3	12
Q3SY46	KRTAP13-3	 / 716	0	
Q86TN4	TRPT1	 / 716	0	
Q13352	ITGB3BP	 / 716	0	
P60033	CD81	4 / 716	3.3	10
Q6UVY6	MOXD1	4 / 716	2	4
Q8NBN3	TMEM87A	2 / 716	1	1
Q9H330	TMEM245	 / 716	0	
O75533	SF3B1	361 / 716	26.9	216
Q9BW83	IFT27	10 / 716	1	1
O00300	TNFRSF11B	 / 716	0	
P61962	DCAF7	135 / 716	1.7	14
Q76KD6	SPATC1	 / 716	0	
P52429	DGKE	3 / 716	1.3	2
Q9UKZ4	TENM1	 / 716	0	
Q9Y678	COPG1	228 / 716	5	38
Q8N431	RASGEF1C	 / 716	0	
O94966	USP19	18 / 716	1	1
O75844	ZMPSTE24	11 / 716	2.2	4
Q96NI6	LRFN5	 / 716	0	
P51589	CYP2J2	1 / 716	1	1
Q9H8U3	ZFAND3	2 / 716	1	1
O75360	PROP1	 / 716	0	
P16333	NCK1	59 / 716	3.7	12
P43234	CTSO	1 / 716	1	1
Q86UA1	PRPF39	38 / 716	7	18
Q8N5X7	EIF4E3	 / 716	0	
Q10713	PMPCA	63 / 716	2.1	7
P56381	ATP5E	39 / 716	1.4	2
Q8N4B4	FBXO39	 / 716	0	
Q6ZSY5	PPP1R3F	 / 716	0	
Q9NSV4	DIAPH3	50 / 716	3.5	18
P06858	LPL	2 / 716	1	1
A6NGC4	TLCD2	 / 716	0	
P48507	GCLM	29 / 716	1.1	3
O43759	SYNGR1	2 / 716	1.5	2
Q6ZNF0	ACP7	 / 716	0	
P53672	CRYBA2	 / 716	0	
Q7LGC8	CHST3	 / 716	0	
Q8WXR4	MYO3B	45 / 716	1.3	4
P54108	CRISP3	 / 716	0	
Q8WUP2	FBLIM1	1 / 716	1	1
A8MZG2	C16ORF90	 / 716	0	
Q9Y2Y8	PRG3	 / 716	0	
Q9H4Y5	GSTO2	 / 716	0	
P59551	TAS2R60	 / 716	0	
Q96MG8	PCMTD1	1 / 716	1	1
Q7Z5P9	MUC19	3 / 716	1	1
O43813	LANCL1	94 / 716	1.7	6
Q5TAT6	COL13A1	1 / 716	1	1
Q5VYX0	RNLS	 / 716	0	
Q8N2M8	CLASRP	14 / 716	1.2	2
O14841	OPLAH	 / 716	0	
Q9H6F5	CCDC86	43 / 716	2	10
Q14691	GINS1	10 / 716	1	1
Q96CD2	PPCDC	1 / 716	1	1
O15516	CLOCK	 / 716	0	
Q9Y5U9	IER3IP1	 / 716	0	
P15954	COX7C	11 / 716	1.7	4
P01148	GNRH1	 / 716	0	
Q01814	ATP2B2	42 / 716	1	2
Q9H0A9	SPATC1L	1 / 716	1	1
Q5YKI7	GGNBP1	 / 716	0	
Q9BXJ4	C1QTNF3	 / 716	0	
Q9Y4I1	MYO5A	52 / 716	12.1	112
Q14728	MFSD10	3 / 716	1	1
Q8N7F7	UBL4B	 / 716	0	
Q9UJ68	MSRA	 / 716	0	
Q8N2U0	TMEM256	6 / 716	1	1
Q8NCF0	CLEC18C	 / 716	0	
Q15326	ZMYND11	7 / 716	1.7	4
Q9Y5P4	COL4A3BP	 / 716	0	
Q13516	OLIG2	 / 716	0	
P78337	PITX1	5 / 716	2.8	5
P0C7M7	ACSM4	 / 716	0	
A6H8Z2	FAM221B	 / 716	0	
P34949	MPI	18 / 716	1.6	5
P52630	STAT2	31 / 716	2.4	16
A6ND91	ASPDH	2 / 716	1	1
Q6IN84	MRM1	 / 716	0	
X6R8R1	SYT15	 / 716	0	
P35789	ZNF93	25 / 716	1.2	2
Q6UXL0	IL20RB	 / 716	0	
Q6ZSG1	RNF165	1 / 716	1	1
P0C7M4	RHOXF2B	 / 716	0	
P57058	HUNK	1 / 716	1	1
Q8NB12	SMYD1	 / 716	0	
Q9BVS4	RIOK2	14 / 716	1.3	3
Q9NQ29	LUC7L	266 / 716	5.5	43
P52566	ARHGDIB	4 / 716	1.8	3
P11940	PABPC1	408 / 716	11.1	97
Q9BUZ4	TRAF4	8 / 716	3.5	17
Q6UVK1	CSPG4	5 / 716	2.6	4
Q8IYL9	GPR65	 / 716	0	
Q96F25	ALG14	 / 716	0	
Q5VZE5	NAA35	6 / 716	1	1
Q9UKY4	POMT2	 / 716	0	
Q96CJ1	EAF2	 / 716	0	
Q96F24	NRBF2	48 / 716	1.7	5
Q11130	FUT7	 / 716	0	
Q9HBU1	BARX1	 / 716	0	
Q6UWT2	ENHO	 / 716	0	
Q96E93	KLRG1	 / 716	0	
P08151	GLI1	1 / 716	1	1
Q3C1V0	MS4A18	 / 716	0	
Q6RI45	BRWD3	9 / 716	1.2	3
Q8TAF3	WDR48	2 / 716	1	1
P51687	SUOX	1 / 716	1	1
Q4ADV7	RIC1	1 / 716	1	1
Q8WXI4	ACOT11	 / 716	0	
P05165	PCCA	284 / 716	151.8	869
Q9H8Y5	ANKZF1	 / 716	0	
P31946	YWHAB	368 / 716	5.8	39
O75380	NDUFS6	17 / 716	1.6	3
Q9HC29	NOD2	 / 716	0	
Q6P7N7	TMEM81	 / 716	0	
P60660	MYL6	411 / 716	6.8	50
Q6ZPD8	DGAT2L6	 / 716	0	
Q9HBU9	POPDC2	 / 716	0	
P02675	FGB	15 / 716	1.9	7
P48307	TFPI2	1 / 716	1	1
P49788	RARRES1	 / 716	0	
Q567V2	MPV17L2	 / 716	0	
O00233	PSMD9	13 / 716	1.8	4
Q9NZV8	KCND2	 / 716	0	
Q8WZ79	DNASE2B	2 / 716	3	5
A1A4Y4	IRGM	 / 716	0	
P36776	LONP1	149 / 716	4.7	27
Q70J99	UNC13D	4 / 716	1.8	3
Q8TCD1	C18ORF32	1 / 716	1	1
Q5HYA8	TMEM67	 / 716	0	
Q8IX19	MCEMP1	 / 716	0	
P51955	NEK2	21 / 716	1	1
Q86W24	NLRP14	 / 716	0	
Q6UWJ8	CD164L2	 / 716	0	
Q9BZR6	RTN4R	1 / 716	1	1
O95382	MAP3K6	1 / 716	2	2
P41221	WNT5A	 / 716	0	
Q9NQV8	PRDM8	 / 716	0	
P43681	CHRNA4	 / 716	0	
Q8TAP4	LMO3	 / 716	0	
P20618	PSMB1	186 / 716	3.7	13
Q96DZ1	ERLEC1	2 / 716	1	1
Q16557	PSG3	 / 716	0	
Q9H2F3	HSD3B7	 / 716	0	
O75177	SS18L1	17 / 716	1.8	3
Q5VWG9	TAF3	39 / 716	3	15
Q9UPV9	TRAK1	 / 716	0	
Q8NBP7	PCSK9	 / 716	0	
A4IF30	SLC35F4	 / 716	0	
Q8N3Z0	PRSS35	 / 716	0	
Q8NGC2	OR4E2	 / 716	0	
Q00444	HOXC5	3 / 716	1	1
Q9NWR8	MCUB	 / 716	0	
Q8TD57	DNAH3	2 / 716	1	1
Q9GZL7	WDR12	45 / 716	3.3	14
P02753	RBP4	 / 716	0	
Q3MII6	TBC1D25	 / 716	0	
Q5JS54	PSMG4	 / 716	0	
O14863	SLC30A4	 / 716	0	
L0R6Q1	SLC35A4	1 / 716	1	1
O75051	PLXNA2	2 / 716	1	1
Q86XI6	PPP1R3B	 / 716	0	
Q6PJP8	DCLRE1A	 / 716	0	
Q96JA1	LRIG1	 / 716	0	
Q96EF9	ZHX1-C8ORF76	1 / 716	1	1
H7C241	CLDN34	 / 716	0	
Q9HCY8	S100A14	16 / 716	2.1	8
Q6BCY4	CYB5R2	 / 716	0	
Q9BVJ7	DUSP23	 / 716	0	
Q8NFD2	ANKK1	 / 716	0	
Q569H4	PRR16	2 / 716	1	1
O14880	MGST3	9 / 716	1.8	4
P61086	UBE2K	31 / 716	1.9	6
Q96BR1	SGK3	 / 716	0	
Q96MA6	AK8	 / 716	0	
Q8IUH2	CREG2	 / 716	0	
P78318	IGBP1	68 / 716	1.8	8
P15421	GYPE	 / 716	0	
P14060	HSD3B1	1 / 716	1	1
O15127	SCAMP2	9 / 716	1.3	4
Q9NZJ6	COQ3	3 / 716	1	1
Q5XG99	LYSMD4	 / 716	0	
O75841	UPK1B	 / 716	0	
Q15018	ABRAXAS2	19 / 716	1.7	5
Q14005	IL16	14 / 716	1.5	4
Q14676	MDC1	148 / 716	32.1	123
Q8N0U4	FAM185A	 / 716	0	
Q8NCX0	CCDC150	2 / 716	1	1
Q969G6	RFK	 / 716	0	
Q13203	MYBPH	 / 716	0	
Q15046	KARS	216 / 716	6.9	30
Q6X4U4	SOSTDC1	1 / 716	1	1
Q96BR9	ZBTB8A	 / 716	0	
Q9H211	CDT1	 / 716	0	
Q9NZ20	PLA2G3	1 / 716	1	1
O60231	DHX16	112 / 716	2.3	13
Q5BJE1	CCDC178	 / 716	0	
Q86XZ4	SPATS2	24 / 716	2	5
F8VTS6	RFPL4AL1	 / 716	0	
Q9Y286	SIGLEC7	 / 716	0	
Q7Z2W7	TRPM8	 / 716	0	
P50613	CDK7	23 / 716	1.3	3
Q6UWF7	NXPE4	 / 716	0	
P10721	KIT	1 / 716	1	1
Q9ULM2	ZNF490	1 / 716	1	1
P59535	TAS2R40	 / 716	0	
Q8NHB1	OR2V1	 / 716	0	
Q6P1Q9	METTL2B	47 / 716	1.2	3
Q9NSB4	KRT82	38 / 716	3.4	38
Q9NUB1	ACSS1	 / 716	0	
O95169	NDUFB8	1 / 716	1	1
Q9UPU3	SORCS3	 / 716	0	
Q9NT68	TENM2	 / 716	0	
Q9H6R3	ACSS3	 / 716	0	
Q6NUS8	UGT3A1	 / 716	0	
Q8IYD2	KLHDC8A	 / 716	0	
A6NHJ4	ZNF860	14 / 716	1.1	2
Q5JTZ9	AARS2	44 / 716	3.4	11
Q53HL2	CDCA8	44 / 716	3.8	22
Q5VUY0	AADACL3	 / 716	0	
Q9HBI6	CYP4F11	 / 716	0	
Q96A00	PPP1R14A	 / 716	0	
Q9H3U7	SMOC2	 / 716	0	
Q8WU58	FAM222B	 / 716	0	
Q96LD1	SGCZ	 / 716	0	
Q9BUG6	ZSCAN5A	3 / 716	1	1
Q9BQ69	MACROD1	13 / 716	2.2	4
Q12947	FOXF2	1 / 716	1	1
Q8NCT3	KIAA0895	 / 716	0	
P10588	NR2F6	2 / 716	1.5	2
Q96G03	PGM2	25 / 716	1.8	4
Q9Y6W3	CAPN7	3 / 716	1	1
O60810	PRAMEF4	 / 716	0	
Q9Y672	ALG6	 / 716	0	
Q08AH3	ACSM2A	 / 716	0	
Q969L2	MAL2	1 / 716	1	1
Q12951	FOXI1	 / 716	0	
Q92925	SMARCD2	65 / 716	1.8	8
Q68D42	TMEM215	1 / 716	1	1
Q96BW9	TAMM41	9 / 716	1.8	4
Q15052	ARHGEF6	1 / 716	1	1
O14645	DNALI1	 / 716	0	
A0A0C4DH68	IGKV2-24	9 / 716	27.1	144
Q9UKB5	AJAP1	 / 716	0	
P48547	KCNC1	 / 716	0	
Q9H3Z4	DNAJC5	 / 716	0	
Q6P1S2	C3ORF33	 / 716	0	
Q8N961	ABTB2	6 / 716	1.3	2
Q9NWD9	BEX4	4 / 716	1	1
Q7Z2W4	ZC3HAV1	210 / 716	7	50
Q9UPW8	UNC13A	 / 716	0	
O75822	EIF3J	53 / 716	1.6	5
Q6P2M8	PNCK	2 / 716	1	1
Q8WUZ0	BCL7C	58 / 716	1.6	4
P78524	ST5	2 / 716	1	1
P55735	SEC13	194 / 716	2.8	19
O60493	SNX3	17 / 716	2.3	7
Q9NUZ1	ACOXL	 / 716	0	
Q86XK3	SFR1	 / 716	0	
Q14542	SLC29A2	 / 716	0	
Q8NE65	ZNF738	1 / 716	1	1
Q9NS18	GLRX2	 / 716	0	
P51512	MMP16	 / 716	0	
Q00577	PURA	55 / 716	2.2	8
O95156	NXPH2	 / 716	0	
P31276	HOXC13	10 / 716	1	1
A6NMA1	TRPC5OS	 / 716	0	
P40925	MDH1	100 / 716	3.6	13
Q5VYM1	C9ORF131	 / 716	0	
Q53H80	AKIRIN2	 / 716	0	
A0A1B0GUV1	A0A1B0GUV1	 / 716	0	
Q04206	RELA	35 / 716	1.3	4
A0A0B4J1V1	IGHV3-21	 / 716	0	
Q6IWH7	ANO7	 / 716	0	
Q9NZV1	CRIM1	2 / 716	10	11
P41182	BCL6	2 / 716	1	1
O94830	DDHD2	2 / 716	1	1
P59044	NLRP6	 / 716	0	
O00220	TNFRSF10A	1 / 716	1	1
P01344	IGF2	 / 716	0	
P24385	CCND1	 / 716	0	
P49368	CCT3	367 / 716	15	116
Q6ZVT6	C3ORF67	 / 716	0	
Q92845	KIFAP3	1 / 716	1	1
O95096	NKX2-2	 / 716	0	
Q96PQ6	ZNF317	4 / 716	2.3	4
Q8NEY1	NAV1	7 / 716	1.3	2
Q6NSZ9	ZSCAN25	5 / 716	1.8	5
Q53G44	IFI44L	 / 716	0	
Q0Z7S8	FABP9	 / 716	0	
Q15526	SURF1	2 / 716	1	1
Q5SXH7	PLEKHS1	 / 716	0	
O60356	NUPR1	 / 716	0	
Q9NRK6	ABCB10	15 / 716	1.1	2
Q9H0M4	ZCWPW1	 / 716	0	
Q9H6H4	REEP4	4 / 716	2.8	5
Q19T08	ECSCR	 / 716	0	
Q9NYD6	HOXC10	7 / 716	3.6	8
C9J2P7	USP17L15	11 / 716	1	1
O60861	GAS7	 / 716	0	
Q16584	MAP3K11	2 / 716	1	1
Q9H9F9	ACTR5	2 / 716	1	1
Q7Z614	SNX20	1 / 716	1	1
Q8WW14	C10ORF82	 / 716	0	
Q99665	IL12RB2	 / 716	0	
Q9BWQ6	YIPF2	1 / 716	1	1
Q9HBH5	RDH14	3 / 716	1	1
Q9NX20	MRPL16	57 / 716	1.6	5
Q96IP4	FAM46A	 / 716	0	
Q3SY17	SLC25A52	 / 716	0	
Q04323	UBXN1	63 / 716	1.3	4
Q9BRT8	CBWD1	5 / 716	1.2	2
Q86WQ0	NR2C2AP	 / 716	0	
P11168	SLC2A2	 / 716	0	
P45985	MAP2K4	2 / 716	25.5	50
Q68D51	DENND2C	 / 716	0	
Q8N441	FGFRL1	 / 716	0	
P40222	TXLNA	53 / 716	1.8	8
Q7L576	CYFIP1	217 / 716	5	64
Q6UX73	C16ORF89	1 / 716	1	1
Q8N1G0	ZNF687	82 / 716	2.9	10
Q8N427	NME8	 / 716	0	
Q8WXB4	ZNF606	12 / 716	1	1
Q9UN37	VPS4A	14 / 716	1.2	3
P61626	LYZ	74 / 716	2.4	19
Q15631	TSN	36 / 716	1.7	5
P03986	TRGC2	 / 716	0	
P55087	AQP4	 / 716	0	
Q9UKB1	FBXW11	3 / 716	1.7	2
Q9HBY0	NOX3	 / 716	0	
Q9ULX9	MAFF	 / 716	0	
Q6UY14	ADAMTSL4	3 / 716	1.3	2
P10070	GLI2	 / 716	0	
