,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (cellular component),Subcellular location [CC],Mass,Function [CC],Tissue specificity,Gene Ontology (biological process),Gene Ontology (molecular function),Signal peptide,Transit peptide,DNA binding,Gene Ontology (GO),Protein families,Zinc finger,Gene Ontology IDs,alternative uniprot ID,Gene ontology (GO)
7432,Q3LAC4,reviewed,PREX2_MOUSE,"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein, P-Rex2, PtdIns(3,4,5)-dependent Rac exchanger 2 (DEP domain-containing protein 2)",Prex2 Depdc2,Mus musculus (Mouse),1598,plasma membrane [GO:0005886],,,,,adult locomotory behavior [GO:0008344]; dendrite morphogenesis [GO:0048813]; G protein-coupled receptor signaling pathway [GO:0007186]; phosphatidylinositol 3-kinase signaling [GO:0014065],GTPase activator activity [GO:0005096]; guanyl-nucleotide exchange factor activity [GO:0005085],,,,plasma membrane [GO:0005886]; GTPase activator activity [GO:0005096]; guanyl-nucleotide exchange factor activity [GO:0005085]; adult locomotory behavior [GO:0008344]; dendrite morphogenesis [GO:0048813]; G protein-coupled receptor signaling pathway [GO:0007186]; phosphatidylinositol 3-kinase signaling [GO:0014065],,,GO:0005085; GO:0005096; GO:0005886; GO:0007186; GO:0008344; GO:0014065; GO:0048813,,
7454,Q8BHE0,reviewed,PRR11_MOUSE,Proline-rich protein 11,Prr11,Mus musculus (Mouse),368,cytoplasm [GO:0005737]; nucleus [GO:0005634],,,,,regulation of cell cycle [GO:0051726],,,,,cytoplasm [GO:0005737]; nucleus [GO:0005634]; regulation of cell cycle [GO:0051726],,,GO:0005634; GO:0005737; GO:0051726,,
7459,Q9JM51,reviewed,PTGES_MOUSE,"Prostaglandin E synthase, mPGES-1, EC 5.3.99.3 (Glutathione peroxidase PTGES, EC 1.11.1.-) (Glutathione transferase PTGES, EC 2.5.1.18) (Microsomal prostaglandin E synthase 1)",Ptges Pges,Mus musculus (Mouse),153,cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; nuclear envelope lumen [GO:0005641]; perinuclear region of cytoplasm [GO:0048471],,,,,cell population proliferation [GO:0008283]; negative regulation of cell population proliferation [GO:0008285]; positive regulation of prostaglandin secretion [GO:0032308]; prostaglandin biosynthetic process [GO:0001516]; prostaglandin metabolic process [GO:0006693]; regulation of fever generation [GO:0031620]; regulation of inflammatory response [GO:0050727]; sensory perception of pain [GO:0019233],glutathione binding [GO:0043295]; glutathione peroxidase activity [GO:0004602]; glutathione transferase activity [GO:0004364]; prostaglandin-D synthase activity [GO:0004667]; prostaglandin-E synthase activity [GO:0050220],,,,cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; nuclear envelope lumen [GO:0005641]; perinuclear region of cytoplasm [GO:0048471]; glutathione binding [GO:0043295]; glutathione peroxidase activity [GO:0004602]; glutathione transferase activity [GO:0004364]; prostaglandin-D synthase activity [GO:0004667]; prostaglandin-E synthase activity [GO:0050220]; cell population proliferation [GO:0008283]; negative regulation of cell population proliferation [GO:0008285]; positive regulation of prostaglandin secretion [GO:0032308]; prostaglandin biosynthetic process [GO:0001516]; prostaglandin metabolic process [GO:0006693]; regulation of fever generation [GO:0031620]; regulation of inflammatory response [GO:0050727]; sensory perception of pain [GO:0019233],,,GO:0001516; GO:0004364; GO:0004602; GO:0004667; GO:0005641; GO:0005737; GO:0006693; GO:0008283; GO:0008285; GO:0016021; GO:0019233; GO:0031620; GO:0032308; GO:0043231; GO:0043295; GO:0048471; GO:0050220; GO:0050727,,
7480,A6MDD2,unreviewed,A6MDD2_MOUSE,Protein tyrosine phosphatase receptor type N (Receptor-type tyrosine-protein phosphatase-like N),Ptprn,Mus musculus (Mouse),981,anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]; secretory granule [GO:0030141]; synapse [GO:0045202]; transport vesicle membrane [GO:0030658],,,,,dense core granule maturation [GO:1990502]; insulin secretion [GO:0030073]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of type B pancreatic cell proliferation [GO:1904692]; response to reactive oxygen species [GO:0000302],spectrin binding [GO:0030507]; ubiquitin-like protein ligase binding [GO:0044389],,,,anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]; secretory granule [GO:0030141]; synapse [GO:0045202]; transport vesicle membrane [GO:0030658]; spectrin binding [GO:0030507]; ubiquitin-like protein ligase binding [GO:0044389]; dense core granule maturation [GO:1990502]; insulin secretion [GO:0030073]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of type B pancreatic cell proliferation [GO:1904692]; response to reactive oxygen species [GO:0000302],,,GO:0000302; GO:0005634; GO:0016021; GO:0030073; GO:0030141; GO:0030507; GO:0030658; GO:0044389; GO:0045202; GO:0045944; GO:0070161; GO:1904692; GO:1990502,,
7488,A0A1B0GS01,unreviewed,A0A1B0GS01_MOUSE,Poliovirus receptor-related immunoglobulin domain-containing,Pvrig,Mus musculus (Mouse),234,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],,,,,negative regulation of T cell receptor signaling pathway [GO:0050860],phosphatase binding [GO:0019902]; signaling receptor activity [GO:0038023],,,,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; phosphatase binding [GO:0019902]; signaling receptor activity [GO:0038023]; negative regulation of T cell receptor signaling pathway [GO:0050860],,,GO:0005886; GO:0016021; GO:0019902; GO:0038023; GO:0050860,,
7503,Q9D4V7,reviewed,RABL3_MOUSE,Rab-like protein 3,Rabl3,Mus musculus (Mouse),236,,,,,,B cell differentiation [GO:0030183]; intracellular protein transport [GO:0006886]; natural killer cell differentiation [GO:0001779]; protein stabilization [GO:0050821]; regulation of protein lipidation [GO:1903059]; regulation of Ras protein signal transduction [GO:0046578]; T cell differentiation in thymus [GO:0033077],GTP binding [GO:0005525]; GTPase activity [GO:0003924]; protein homodimerization activity [GO:0042803],,,,GTP binding [GO:0005525]; GTPase activity [GO:0003924]; protein homodimerization activity [GO:0042803]; B cell differentiation [GO:0030183]; intracellular protein transport [GO:0006886]; natural killer cell differentiation [GO:0001779]; protein stabilization [GO:0050821]; regulation of protein lipidation [GO:1903059]; regulation of Ras protein signal transduction [GO:0046578]; T cell differentiation in thymus [GO:0033077],,,GO:0001779; GO:0003924; GO:0005525; GO:0006886; GO:0030183; GO:0033077; GO:0042803; GO:0046578; GO:0050821; GO:1903059,,
7504,Q8VCC8,reviewed,RPGF3_MOUSE,"Rap guanine nucleotide exchange factor 3 (Exchange factor directly activated by cAMP 1) (Exchange protein directly activated by cAMP 1, EPAC 1) (cAMP-regulated guanine nucleotide exchange factor I, cAMP-GEFI)",Rapgef3 Epac Epac1,Mus musculus (Mouse),918,apical part of cell [GO:0045177]; axon terminus [GO:0043679]; basal plasma membrane [GO:0009925]; basolateral part of cell [GO:1990794]; brush border membrane [GO:0031526]; cell periphery [GO:0071944]; cortical actin cytoskeleton [GO:0030864]; filopodium [GO:0030175]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; microvillus [GO:0005902]; neuronal cell body [GO:0043025]; organelle membrane [GO:0031090]; perinuclear region of cytoplasm [GO:0048471]; photoreceptor cell terminal bouton [GO:1990796]; plasma membrane [GO:0005886]; ribbon synapse [GO:0097470]; rod bipolar cell terminal bouton [GO:1990795],,,,,angiogenesis [GO:0001525]; associative learning [GO:0008306]; cellular response to cAMP [GO:0071320]; establishment of endothelial barrier [GO:0061028]; negative regulation of cardiac muscle cell apoptotic process [GO:0010667]; negative regulation of collagen biosynthetic process [GO:0032966]; negative regulation of syncytium formation by plasma membrane fusion [GO:0034242]; positive regulation of actin cytoskeleton reorganization [GO:2000251]; positive regulation of angiogenesis [GO:0045766]; positive regulation of calcium ion transmembrane transport [GO:1904427]; positive regulation of cell size [GO:0045793]; positive regulation of GTP binding [GO:1904426]; positive regulation of GTPase activity [GO:0043547]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of potassium:proton exchanging ATPase activity [GO:1904453]; positive regulation of protein acetylation [GO:1901985]; positive regulation of protein export from nucleus [GO:0046827]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of smooth muscle cell migration [GO:0014911]; positive regulation of stress fiber assembly [GO:0051496]; positive regulation of syncytium formation by plasma membrane fusion [GO:0060143]; positive regulation of transcription by RNA polymerase II [GO:0045944]; Rap protein signal transduction [GO:0032486]; Ras protein signal transduction [GO:0007265]; regulation of actin cytoskeleton reorganization [GO:2000249],cAMP binding [GO:0030552]; guanyl-nucleotide exchange factor activity [GO:0005085]; protein domain specific binding [GO:0019904]; transmembrane transporter binding [GO:0044325],,,,apical part of cell [GO:0045177]; axon terminus [GO:0043679]; basal plasma membrane [GO:0009925]; basolateral part of cell [GO:1990794]; brush border membrane [GO:0031526]; cell periphery [GO:0071944]; cortical actin cytoskeleton [GO:0030864]; filopodium [GO:0030175]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; microvillus [GO:0005902]; neuronal cell body [GO:0043025]; organelle membrane [GO:0031090]; perinuclear region of cytoplasm [GO:0048471]; photoreceptor cell terminal bouton [GO:1990796]; plasma membrane [GO:0005886]; ribbon synapse [GO:0097470]; rod bipolar cell terminal bouton [GO:1990795]; cAMP binding [GO:0030552]; guanyl-nucleotide exchange factor activity [GO:0005085]; protein domain specific binding [GO:0019904]; transmembrane transporter binding [GO:0044325]; angiogenesis [GO:0001525]; associative learning [GO:0008306]; cellular response to cAMP [GO:0071320]; establishment of endothelial barrier [GO:0061028]; negative regulation of cardiac muscle cell apoptotic process [GO:0010667]; negative regulation of collagen biosynthetic process [GO:0032966]; negative regulation of syncytium formation by plasma membrane fusion [GO:0034242]; positive regulation of actin cytoskeleton reorganization [GO:2000251]; positive regulation of angiogenesis [GO:0045766]; positive regulation of calcium ion transmembrane transport [GO:1904427]; positive regulation of cell size [GO:0045793]; positive regulation of GTP binding [GO:1904426]; positive regulation of GTPase activity [GO:0043547]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of potassium:proton exchanging ATPase activity [GO:1904453]; positive regulation of protein acetylation [GO:1901985]; positive regulation of protein export from nucleus [GO:0046827]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of smooth muscle cell migration [GO:0014911]; positive regulation of stress fiber assembly [GO:0051496]; positive regulation of syncytium formation by plasma membrane fusion [GO:0060143]; positive regulation of transcription by RNA polymerase II [GO:0045944]; Rap protein signal transduction [GO:0032486]; Ras protein signal transduction [GO:0007265]; regulation of actin cytoskeleton reorganization [GO:2000249],,,GO:0001525; GO:0001934; GO:0005085; GO:0005886; GO:0005902; GO:0007265; GO:0008306; GO:0009925; GO:0010667; GO:0014911; GO:0019904; GO:0030027; GO:0030175; GO:0030426; GO:0030552; GO:0030864; GO:0031090; GO:0031526; GO:0032486; GO:0032966; GO:0033138; GO:0034242; GO:0043025; GO:0043547; GO:0043679; GO:0044325; GO:0045177; GO:0045766; GO:0045793; GO:0045944; GO:0046827; GO:0048471; GO:0051496; GO:0060143; GO:0061028; GO:0071320; GO:0071944; GO:0097470; GO:1901985; GO:1904426; GO:1904427; GO:1904453; GO:1990794; GO:1990795; GO:1990796; GO:2000249; GO:2000251,,
7557,D3YW29,unreviewed,D3YW29_MOUSE,RNA exonuclease 5,Rexo5 2610020H08Rik,Mus musculus (Mouse),759,nucleolus [GO:0005730]; nucleus [GO:0005634],,,,,,exonuclease activity [GO:0004527]; RNA binding [GO:0003723],,,,nucleolus [GO:0005730]; nucleus [GO:0005634]; exonuclease activity [GO:0004527]; RNA binding [GO:0003723],,,GO:0003723; GO:0004527; GO:0005634; GO:0005730,,
7561,Q9QUT0,reviewed,RHAG_MOUSE,"Ammonium transporter Rh type A (Erythrocyte membrane glycoprotein Rh50) (Rhesus blood group family type A glycoprotein, Rh family type A glycoprotein, Rh type A glycoprotein) (CD antigen CD241)",Rhag Rh50,Mus musculus (Mouse),438,integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886],,,,,ammonium homeostasis [GO:0097272]; ammonium transmembrane transport [GO:0072488]; carbon dioxide transport [GO:0015670]; cellular ion homeostasis [GO:0006873]; erythrocyte development [GO:0048821]; inorganic cation transmembrane transport [GO:0098662]; multicellular organismal iron ion homeostasis [GO:0060586],ammonium transmembrane transporter activity [GO:0008519]; ankyrin binding [GO:0030506]; leak channel activity [GO:0022840],,,,integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]; ammonium transmembrane transporter activity [GO:0008519]; ankyrin binding [GO:0030506]; leak channel activity [GO:0022840]; ammonium homeostasis [GO:0097272]; ammonium transmembrane transport [GO:0072488]; carbon dioxide transport [GO:0015670]; cellular ion homeostasis [GO:0006873]; erythrocyte development [GO:0048821]; inorganic cation transmembrane transport [GO:0098662]; multicellular organismal iron ion homeostasis [GO:0060586],,,GO:0005886; GO:0005887; GO:0006873; GO:0008519; GO:0015670; GO:0016020; GO:0022840; GO:0030506; GO:0048821; GO:0060586; GO:0072488; GO:0097272; GO:0098662,,
7580,Q5XJF6,unreviewed,Q5XJF6_MOUSE,Ribosomal protein,Rpl10a,Mus musculus (Mouse),217,cytosolic large ribosomal subunit [GO:0022625]; polysomal ribosome [GO:0042788]; postsynaptic density [GO:0014069],,,,,cytoplasmic translation [GO:0002181]; response to ethanol [GO:0045471],RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735],,,,cytosolic large ribosomal subunit [GO:0022625]; polysomal ribosome [GO:0042788]; postsynaptic density [GO:0014069]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; response to ethanol [GO:0045471],,,GO:0002181; GO:0003723; GO:0003735; GO:0014069; GO:0022625; GO:0042788; GO:0045471,,
7585,Q9CR57,reviewed,RL14_MOUSE,60S ribosomal protein L14,Rpl14,Mus musculus (Mouse),217,cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; postsynaptic density [GO:0014069],,,,,cytoplasmic translation [GO:0002181]; ribosomal large subunit biogenesis [GO:0042273]; rRNA processing [GO:0006364],RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735],,,,cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; postsynaptic density [GO:0014069]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; ribosomal large subunit biogenesis [GO:0042273]; rRNA processing [GO:0006364],,,GO:0002181; GO:0003723; GO:0003735; GO:0005737; GO:0005829; GO:0006364; GO:0014069; GO:0022625; GO:0022626; GO:0042273,,
7593,Q6ZWZ7,unreviewed,Q6ZWZ7_MOUSE,60S ribosomal protein L17,Rpl17,Mus musculus (Mouse),184,A band [GO:0031672]; cytosolic large ribosomal subunit [GO:0022625]; nucleus [GO:0005634]; polysome [GO:0005844],,,,,cellular response to amino acid starvation [GO:0034198]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; translation [GO:0006412],large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735],,,,A band [GO:0031672]; cytosolic large ribosomal subunit [GO:0022625]; nucleus [GO:0005634]; polysome [GO:0005844]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; cellular response to amino acid starvation [GO:0034198]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; translation [GO:0006412],,,GO:0003735; GO:0005634; GO:0005844; GO:0006412; GO:0022625; GO:0031672; GO:0034198; GO:0070180; GO:1900087,,
